session,speaker,domain,is_true,trial,choice,rt,reward,expertise,q_overall,q_dom
0,Speaker1,A,1,0,0,2.1080360322604115,1,0.9,0.55,0.55
0,Speaker1,A,1,1,0,4.1963395918329525,1,0.9,0.5950000000000001,0.5950000000000001
0,Speaker1,B,1,2,1,4.372957461761286,1,0.75,0.6355000000000001,0.55
0,Speaker1,A,1,3,1,1.4204538150774806,1,0.9,0.67195,0.6355000000000001
0,Speaker1,B,1,4,1,3.0233993944083406,1,0.75,0.704755,0.5950000000000001
0,Speaker1,A,1,5,1,0.9142056174118789,1,0.9,0.7342795,0.67195
0,Speaker1,B,1,6,1,2.413847095721397,1,0.75,0.7608515499999999,0.6355000000000001
0,Speaker1,B,1,7,1,1.066251748473377,1,0.75,0.7847663949999999,0.67195
0,Speaker1,A,1,8,1,1.7461263521476191,1,0.9,0.8062897554999999,0.704755
0,Speaker1,A,1,9,1,17.303780372987294,1,0.9,0.82566077995,0.7342795
0,Speaker1,A,1,10,1,1.1222464726503716,1,0.9,0.843094701955,0.7608515499999999
0,Speaker1,A,1,11,1,1.446301935451058,1,0.9,0.8587852317595001,0.7847663949999999
0,Speaker1,B,1,12,1,2.3297016648803286,1,0.75,0.87290670858355,0.704755
0,Speaker1,B,1,13,1,1.5989016625055177,1,0.75,0.885616037725195,0.7342795
0,Speaker1,A,1,14,1,2.3153178101874716,1,0.9,0.8970544339526755,0.8062897554999999
0,Speaker1,B,1,15,1,1.8496399463423845,1,0.75,0.9073489905574079,0.7608515499999999
0,Speaker1,B,1,16,1,2.695616148429228,1,0.75,0.9166140915016672,0.7847663949999999
0,Speaker1,A,1,17,1,1.827955799405009,1,0.9,0.9249526823515004,0.82566077995
0,Speaker1,A,1,18,1,0.8159843575427076,1,0.9,0.9324574141163504,0.843094701955
0,Speaker1,B,1,19,1,2.941177519424217,1,0.75,0.9392116727047154,0.8062897554999999
0,Speaker1,B,1,20,1,1.095264450864171,1,0.75,0.9452905054342439,0.82566077995
0,Speaker1,B,1,21,1,5.398277856032459,1,0.75,0.9507614548908194,0.843094701955
0,Speaker1,B,1,22,1,1.8243636293257812,1,0.75,0.9556853094017375,0.8587852317595001
0,Speaker1,B,1,23,1,2.895550819927844,1,0.75,0.9601167784615637,0.87290670858355
0,Speaker1,A,0,24,0,1.2252505932331665,0,0.9,0.8641051006154074,0.7587852317595001
0,Speaker1,A,1,25,0,11.740349684304686,1,0.9,0.8776945905538666,0.78290670858355
0,Speaker1,B,1,26,1,6.30211494368271,1,0.75,0.8899251314984798,0.885616037725195
0,Speaker1,A,1,27,1,1.9811554473132398,1,0.9,0.9009326183486318,0.8046160377251951
0,Speaker1,B,1,28,1,3.095653685192281,1,0.75,0.9108393565137686,0.8970544339526755
0,Speaker1,A,1,29,1,5.154567269783656,1,0.9,0.9197554208623917,0.8241544339526755
0,Speaker1,A,1,30,1,1.8803638588663942,1,0.9,0.9277798787761525,0.841738990557408
0,Speaker1,A,1,31,1,0.7650032821302966,1,0.9,0.9350018908985372,0.8575650915016672
0,Speaker1,A,1,32,1,3.0410651236237256,1,0.9,0.9415017018086835,0.8718085823515004
0,Speaker1,B,0,33,1,0.9479226400062175,0,0.75,0.8473515316278152,0.8073489905574079
0,Speaker1,B,1,34,1,1.375637146808972,1,0.75,0.8626163784650337,0.8266140915016671
0,Speaker1,A,1,35,1,1.8718110184960193,1,0.9,0.8763547406185304,0.8846277241163504
0,Speaker1,A,1,36,1,2.052687820397181,1,0.9,0.8887192665566773,0.8961649517047153
0,Speaker1,A,0,37,1,7.616246702032283,0,0.9,0.7998473399010096,0.8065484565342438
0,Speaker1,A,1,38,1,1.3282652158325134,1,0.9,0.8198626059109086,0.8258936108808194
0,Speaker1,B,0,39,1,3.2036043599675788,0,0.75,0.7378763453198178,0.7439526823515004
0,Speaker1,B,1,40,1,3.0454648724993327,1,0.75,0.764088710787836,0.7695574141163504
